Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Sqrt_Item_Weight,log_Item_Visibility,Item_Visibility_MeanRatio,Fat_Content_Low Fat,Fat_Content_Regular,Item_Category_DR,Item_Category_FD,Item_Category_NC,NUM_OUT010,NUM_OUT013,NUM_OUT017,NUM_OUT018,NUM_OUT019,NUM_OUT027,NUM_OUT035,NUM_OUT045,NUM_OUT046,NUM_OUT049,OUT_SIZE_High,OUT_SIZE_Medium,OUT_SIZE_Small,CITY_Tier 1,CITY_Tier 2,CITY_Tier 3,Grocery Store,Supermarket Type1,Supermarket Type2,Supermarket Type3,Item_Identity,avg_Item_Sales
14.15,0.008829805999999999,196.811,2009,3.7616485747608057,-4.729622235162551,0.8517615482635228,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1532,2413.049428571429
19.0,0.067722325,130.8626,2009,4.358898943540674,-2.692339389760774,0.8662192227891866,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,638,1836.2764000000002
20.35,0.060405784,234.5616,1985,4.511097427455983,-2.806670417036812,0.925130813708548,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,430,4593.48736
20.5,0.14335269871428571,37.119,2009,4.527692569068709,-1.942447260779839,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1265,570.2101428571428
6.96,0.077193561,89.9146,1997,2.638181191654584,-2.5614392321656934,0.9109208238902056,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,17,1576.7095142857142
15.35,0.013869039,62.5168,2009,3.9179076048319454,-4.27809633328507,0.9260469313902654,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,734,984.31872
17.1,0.067290244,114.586,2002,4.135214625627067,-2.6987400156924823,0.8648078843769545,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1337,1665.451142857143
10.195,0.146960375,142.2838,2002,3.1929610082179205,-1.9175922863637704,0.9238293022901666,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,871,2267.809914285714
11.099999999999998,0.018632082,82.9908,1985,3.331666249791536,-3.982870345379296,1.6148106202124142,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,784,1565.9615999999999
5.78,0.096536082,162.8552,1999,2.4041630560342617,-2.337838433787149,1.000623042431159,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1015,3289.7178000000004
6.385,0.084008316,108.2596,2002,2.526855753698656,-2.476839485039,0.9233958004538386,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,52,1531.60632
5.985,0.005638944,184.9924,1985,2.4464259645450137,-5.178058465045204,0.91782364817608,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,172,1989.7432999999999
9.3,0.01601936,248.5092,2004,3.049590136395381,-4.133957288202371,0.9294567939627016,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,156,5198.067050000001
13.65,0.13187274,188.024,1998,3.694590640382233,-2.0259179123394118,1.5261191050629639,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1218,2796.3599999999997
9.195,0.114863923,59.0246,2004,3.032325840011261,-2.1640071295062233,0.9988808346883571,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,517,1112.15232
9.17,0.103138922,141.747,1999,3.028200785945344,-2.271678442227014,0.9310779360690228,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1224,2433.4990000000003
12.6,0.056191301,53.2982,2002,3.5496478698597698,-2.878993320540023,1.0010958953615692,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,435,673.2569599999999
14.85,0.01867669,188.7214,2007,3.8535697735995385,-3.9804790567431194,0.9275067756771134,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,927,2449.4782
19.35,0.021578923,120.5098,2007,4.398863489584555,-3.8360382277191545,0.8796766026749627,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,982,2151.9607142857144
18.7,0.0158360515,52.2324,2004,4.324349662087931,-4.145466197659681,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,70,744.3644
5.46,0.032242661,187.624,2002,2.336664289109585,-3.434464827528875,0.8640690823031127,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,557,3115.9440000000004
8.785,0.025962714,120.9414,2004,2.9639500670557863,-3.6510938471561976,0.9131577196178532,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,992,1726.0865000000001
12.6,0.096407554,210.8612,2002,3.5496478698597698,-2.3391707194398488,0.8765027679611428,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,483,3318.84655
8.76,0.050256604,127.3336,2009,2.9597297173897483,-2.99061331779261,0.9260469331309522,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1282,1821.6288
12.3,0.058234620999999986,58.7562,2002,3.5071355833500366,-2.843275238562377,0.8644012376124628,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1154,1155.4959000000001
19.6,0.023931217,103.1964,1987,4.427188724235731,-3.7325715216897377,0.8740008538112191,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1285,1490.2823333333336
10.849999999999998,0.284065879,105.5622,1985,3.293933818400121,-1.2585490994115605,1.6148105884647972,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,801,1119.1146857142858
8.155,0.033692089,76.2354,2009,2.855696062258727,-3.3904922169558733,1.0031395255963045,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,628,1467.0902999999998
12.8,0.023417004,223.8404,1985,3.5777087639996634,-3.7542928538462026,0.9251308308197388,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,538,4191.37745
7.97,0.034647829,171.2422,2007,2.8231188426986207,-3.3625202104317937,0.917194053202918,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,77,3103.9595999999997
18.85,0.142219209,167.6132,2009,4.341658669218482,-1.9503856863478848,1.0031395340281797,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,310,3116.514685714286
11.1,0.11089655,191.5846,2002,3.331666249791536,-2.199157494217018,0.9241603429576556,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,511,2904.48592
9.6,0.006708517,164.6184,1999,3.0983866769659336,-5.004377365838427,0.8496504525555062,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1367,2807.0128
9.27,0.103419257,148.105,1998,3.0446674695276656,-2.26896409633691,1.4641166643154793,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,785,1348.245
13.35,0.032180494,61.2194,1997,3.653765181289022,-3.436394786385945,0.9990697470021604,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,909,1011.3502
11.3,0.066717378,260.8962,2004,3.3615472627943217,-2.707289820265005,0.998880837445379,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,148,4467.684450000001
19.0,0.128814669,107.6622,2007,4.358898943540674,-2.0493805820452766,0.8796766157451821,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,738,1769.411057142857
12.3,0.111500259,35.6874,2002,3.5071355833500366,-2.193728365214706,0.92330729997506,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,946,623.4107333333333
6.425,0.010497273,118.3808,2007,2.5347583711273147,-4.556639769835969,0.927506756384026,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,454,2050.6639999999998
11.5,0.020653603,84.954,2009,3.3911649915626336,-3.879865495375973,1.0030062460327722,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,246,1384.8639999999998
5.19,0.042687151,195.911,1999,2.278157149978904,-3.15385731738001,0.9237238259248856,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,367,3208.046333333333
12.15,0.021705417,163.5184,1987,3.4856850115866758,-3.830193418252035,0.9207600648770222,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,985,2848.2924000000003
15.25,0.026651184,86.6198,1999,3.9051248379533265,-3.6249217015898134,0.931077934344388,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,214,1520.116514285714
11.8,0.106968096,221.6772,1987,3.435112807463533,-2.235224657205513,0.8740008644959584,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1088,2495.566355555555
15.7,0.030686952000000007,253.4724,2002,3.9623225512317903,-3.483917731020652,0.9241603577782386,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,764,3221.4067200000004
16.75,0.008191729,103.5674,1997,4.092676385936225,-4.804630292286864,0.8623203137271119,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,301,1516.6924000000001
10.8,0.048218142,42.2138,1999,3.286335345030997,-3.0320199387010516,0.8499194706845871,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,652,649.8208000000001
11.8,0.107036943,220.3772,2004,3.435112807463533,-2.234581242427087,0.8745633905179039,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1088,2495.566355555555
16.349999999999998,0.032381325,166.1842,1985,4.043513323831147,-3.4301734112486755,0.9251308071498224,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1059,2099.9332
7.81,0.034043503,168.7158,1999,2.794637722496424,-3.3801160722285384,1.0007797114530916,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,943,2256.0633
11.1,0.036027524,177.2712,1997,3.331666249791536,-3.3234720770941832,0.8747287932831341,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,805,2363.1461333333336
12.85,0.11474738988888887,38.3164,2004,3.584689665786984,-2.165022176366506,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1150,513.0464571428571
10.5,0.02498633,216.7508,2004,3.2403703492039297,-3.689426403663575,0.8745633834276011,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,991,2984.4485000000004
6.135,0.115032406,161.0236,1997,2.476893215300167,-2.162541399010252,0.9296326029740528,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,89,1315.8427333333332
15.849999999999998,0.068765925,216.9166,1985,3.981205847478877,-2.6770469328953803,0.8704928777291567,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,739,2503.7409
12.150000000000002,0.0067270080000000005,125.173,1985,3.4856850115866758,-5.001624810701974,0.8585428198909825,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1417,1786.0085
9.3,0.016087659,249.6092,2009,3.049590136395381,-4.1297028226588495,0.9334195596144416,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,156,5198.067050000001
16.6,0.02654400128571429,54.6614,2007,4.0743097574926725,-3.628951497096953,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,693,870.3670500000001
8.51,0.051936086,142.947,2004,2.9171904291629644,-2.9577414317671624,0.9107485874185088,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1321,2318.9813999999997
8.645,0.1442339,95.441,2007,2.9402380855978314,-1.9363189916080823,0.9187469504388184,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1343,1657.2871666666667
8.6,0.05443912,128.83100000000002,1987,2.932575659723036,-2.9106722659143833,0.8621311102557192,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1204,1736.4896249999997
12.849999999999998,0.033059299,196.4768,1985,3.584689665786984,-3.4094523906858125,0.8704928755651444,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,368,3284.6133333333332
14.5,0.089778187,158.4604,1997,3.8078865529319534,-2.4104132396393325,0.9222899126411432,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1487,2376.906
6.65,0.053372768,149.5734,1999,2.5787593916455256,-2.930454625637928,0.9310779462089314,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,564,2227.101
20.1,0.022406575,225.9036,1987,4.483302354291978,-3.798400836405988,0.9215224252503954,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1101,3700.1835
15.25,0.065896556,179.266,1997,3.9051248379533265,-2.719669099840847,0.9997754913858772,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1063,4031.894571428572
17.7,0.088305201,182.3292,2007,4.207136793592526,-2.4269562716345927,0.8675312560267944,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1138,2527.947485714286
7.075,0.022566975,97.3068,1997,2.6598872156540767,-3.79126772460527,0.9219595340738924,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,823,1421.64945
11.5,0.1903848328571429,129.3652,1987,3.3911649915626336,-1.6587078191615932,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,744,2066.6432
5.82,0.077756427,254.533,2007,2.412467616362964,-2.5541740689597185,0.9187469491666866,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,921,3360.8104444444443
8.785,0.020609218,155.1656,1999,2.9639500670557863,-3.882016827545853,1.0006230583592333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,5,3050.6956
5.465,0.048544854200000015,129.1626,1997,2.337733945512192,-3.0252670795634478,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,216,2154.814142857143
8.18,0.013066448,140.9154,1985,2.8600699292150185,-4.337707555687734,0.8587097281946912,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1305,1641.0067714285713
14.0,0.135118202,52.56399999999999,1985,3.741657386773941,-2.0016053132614764,0.8585272431800178,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,479,1020.8933333333335
15.7,0.030624844,252.2724,1997,3.9623225512317903,-3.4859437040077714,0.922289929216259,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,764,3221.4067200000004
7.39,0.092705683,251.9066,1987,2.718455443813637,-2.3783255030035515,0.9126373705920381,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1291,2660.6699599999997
6.549999999999999,0.042941559,102.9332,1985,2.5592967784139447,-3.1479151807164163,1.6148105880614028,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,792,1722.5577599999997
6.8,0.03748996,48.6034,2004,2.6076809620810595,-3.2836821151860724,0.8745633981353154,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1086,656.1459
13.650000000000002,0.025795293,80.2302,1985,3.694590640382233,-3.657563245559572,0.9251308188181668,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1073,950.7623999999998
11.5,0.046115083,120.2124,2004,3.3911649915626336,-3.0766152024478686,0.9136694390535436,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,659,1445.85128
17.6,0.053170949,45.606,2004,4.195235392680607,-2.934243103214413,0.9110397116392804,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,331,885.5140000000001
7.75,0.08291501700000001,34.9558,2004,2.7838821814150108,-2.489939087286849,0.913455994773246,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1030,485.0828571428571
8.235,0.082028694,148.6076,1985,2.8696689704563485,-2.5006861660987294,0.9942317128319538,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,364,2438.8254
18.6,0.076975118,161.8236,1999,4.3127717305695645,-2.5642730522075,0.9237238316983158,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,665,1864.4302285714286
5.73,0.045371855,86.0882,1997,2.3937418407171647,-3.092863300094027,0.8623202733464415,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,12,1128.816342857143
12.15,0.028642712,149.0708,1999,3.4856850115866758,-3.552856248635336,0.9237238224511626,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1442,2901.9368571428568
5.44,0.017047751,174.637,1987,2.3323807579381204,-4.0717369901113525,0.9982383526355568,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1116,3175.866
17.7,0.042562588,165.021,2002,4.207136793592526,-3.15677962752682,0.9241603403204596,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1170,2392.4413333333337
19.2,0.181769264,240.6196,1985,4.381780460041329,-1.7050171764383315,0.9251308190876768,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1359,3663.4979200000002
12.1,0.016812745,180.666,1987,3.478505426185217,-4.085618049235551,0.8621702243743197,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,134,2916.204
8.355,0.21742102655555556,145.6418,1987,2.8905016865589266,-1.525919590685116,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,977,2335.876075
6.26,0.016516867,151.1366,1998,2.5019992006393608,-4.103373177785345,1.4641167033003135,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,949,2176.3670399999996
15.75,0.13496039699999998,101.37,1987,3.9686269665968865,-2.002773899136421,0.928858989216226,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1456,2122.2374999999997
5.905,0.045614252,221.5456,1987,2.430020576044573,-3.0875350674338056,0.9128684473782059,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1037,4420.912
16.0,0.099136036,210.3902,1997,4.0,-2.311262271050292,0.9136287568454338,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1308,2123.902
20.25,0.014222617,148.9418,1997,4.5,-4.25292183497148,0.9214386030943724,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1416,2913.40764
5.175,0.037457098,83.4224,1999,2.274862633215465,-3.284559054267683,0.931077931399832,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1087,1159.02464
9.0,0.07927948900000001,77.2644,1987,3.0,-2.5347758344907634,0.9126373699942212,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,907,1492.7235999999998
15.6,0.045835395,168.2132,1999,3.9496835316263,-3.0826986697370904,0.903563060793836,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,675,3269.5218666666665
5.175,0.029616108,107.7622,2009,2.274862633215465,-3.5194368764801727,0.8782920615021063,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,903,1814.7805714285714
7.5,0.039342454249999985,175.4028,1985,2.7386127875258306,-3.2354510823545177,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1386,3077.1611500000004
18.7,0.0576269,83.3566,1999,4.324349662087931,-2.853765806408449,1.0006230355145438,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,948,1352.9056
17.6,0.015687045,182.6976,1997,4.195235392680607,-4.154920066494822,0.874728810869174,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1530,2897.5616
18.2,0.162960415,43.5086,1987,4.266145801540309,-1.8142479604296176,0.998394653543378,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1541,874.3285599999999
13.15,0.024651269,179.5686,1997,3.6262928728937482,-3.7029268990883017,0.8747287921460337,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1427,3128.72736
8.6,0.091195818,130.231,1998,2.932575659723036,-2.3947462382163938,1.4442326000680854,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1204,1736.4896249999997
14.5,0.05854250900000001,168.6448,1985,3.8078865529319534,-2.8380021390536516,0.9089743124488808,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,391,2386.2272
20.35,0.08960832099999999,262.1594,1999,4.511097427455986,-2.4123070950096746,0.9310779377460914,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,889,4552.87356
7.39,0.067766896,140.6812,2004,2.718455443813637,-2.691681462860334,0.8745633922660333,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1378,2707.1428
19.6,0.041355366,88.7514,1999,4.427188724235731,-3.1855530956779377,0.876088764744141,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1276,1652.9594666666665
16.25,0.14591330800000002,95.441,1998,4.031128874149275,-1.9247426144533661,1.4641166637258567,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,184,1218.830125
6.28,0.027748176,86.5198,1999,2.505992817228333,-3.5845851706797167,0.8760887539086782,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,29,1552.51244
9.395,0.159201868,226.072,1987,3.0651264247988204,-1.837582271972352,0.9215224110202552,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,36,4074.696
7.72,0.052274691,79.1986,2007,2.778488797889961,-2.951242944732256,0.8796766178237143,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,204,1168.4789999999998
12.65,0.042175992,106.4938,1987,3.5566838487557484,-3.1659041297834483,0.9982383460241184,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1481,2143.8759999999997
19.35,0.057933643,175.1738,1985,4.398863489584554,-2.848457009608845,1.6148105838084181,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,441,2954.1546000000003
16.75,0.15200346925,88.7856,2002,4.092676385936225,-1.8838519343831663,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,905,1393.6145142857144
15.5,0.026280116,102.3332,1987,3.9370039370059056,-3.638942671372425,0.9213603683801964,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,241,881.7855199999998
8.88,0.086916126,153.3682,1999,2.979932885150268,-2.4428116943064504,0.923392946080294,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,55,1764.2748857142858
18.25,0.075347426,126.3046,2002,4.272001872658765,-2.58564551507706,1.001095888678267,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,994,2276.655542857143
8.935,0.040410039,52.9298,2007,2.989147035527025,-3.2086770347845737,0.8796766239578888,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1247,862.8768
16.0,0.09911729,210.7902,2004,4.0,-2.3114513826322667,0.9134559954019984,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1308,2123.902
19.7,0.053439522,55.093,2009,4.43846820423443,-2.9292046944045285,0.9334195266202509,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,178,940.8586250000001
20.6,0.023448504,93.9778,2004,4.538722287164087,-3.752948581434024,0.8745633818075129,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,212,1627.2151999999999
19.25,0.108030434,32.4558,1997,4.38748219369606,-2.22534229525874,0.9296326083399712,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1423,345.2173
14.15,0.024404558,198.311,1997,3.7616485747608057,-3.712985360849853,0.9990697286746842,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1201,3181.8581999999997
6.63,0.010961483,58.2588,2002,2.5748786379167465,-4.513367696396892,0.8765027499631755,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,399,458.0704
11.8,0.026358005,39.6138,1997,3.435112807463533,-3.635983255064729,0.9990697638101429,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,379,385.8311
13.150000000000002,0.03627089,85.9566,1985,3.6262928728937482,-3.316739787802554,1.59839184661244,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1115,1141.5141
12.85,0.137227848,155.563,1997,3.584689665786984,-1.986112610525806,0.9133974802836828,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,757,2785.0413999999996
